meeting_family,window,industry,届数,平均涨跌幅,最大涨跌幅,最小涨跌幅,上涨次数,下跌次数,持平次数,上涨概率,下跌概率,持平概率,权重,权重_百分比
广交会春季,T,建材,11,-0.010946,0.01229,-0.038008,1,10,0,0.090909,0.909091,0.0,-0.00300908,-0.3009
广交会春季,T,建筑,11,-0.001317,0.019734,-0.022998,3,8,0,0.272727,0.727273,0.0,-0.00036205,-0.0362
广交会春季,T,房地产,11,-0.01078,0.004029,-0.034253,2,9,0,0.181818,0.818182,0.0,-0.00296345,-0.2963
广交会春季,T,有色金属,11,-0.00671,0.02219,-0.024783,2,9,0,0.181818,0.818182,0.0,-0.00184459,-0.1845
广交会春季,T,机械,11,-0.006904,0.004843,-0.017855,1,10,0,0.090909,0.909091,0.0,-0.00189792,-0.1898
广交会春季,T,汽车,11,-0.00629,0.0124,-0.033048,3,8,0,0.272727,0.727273,0.0,-0.00172913,-0.1729
广交会春季,T,消费者服务,11,-0.010677,0.010353,-0.043895,3,8,0,0.272727,0.727273,0.0,-0.00293513,-0.2935
广交会春季,T,电子,11,-0.008562,0.003663,-0.05609,2,9,0,0.181818,0.818182,0.0,-0.00235371,-0.2354
广交会春季,T,综合,11,-0.011425,0.005319,-0.043894,3,8,0,0.272727,0.727273,0.0,-0.00314076,-0.3141
广交会春季,T,计算机,11,-0.01095,0.029663,-0.061787,1,10,0,0.090909,0.909091,0.0,-0.00301018,-0.301
广交会春季,T,轻工制造,11,-0.010592,0.004892,-0.042349,3,8,0,0.272727,0.727273,0.0,-0.00291176,-0.2912
广交会春季,T,钢铁,11,-0.010213,0.008912,-0.037112,3,8,0,0.272727,0.727273,0.0,-0.00280758,-0.2808
广交会春季,T,非银行金融,11,-0.003154,0.031625,-0.027861,2,9,0,0.181818,0.818182,0.0,-0.00086704,-0.0867
广交会春季,T+1,农林牧渔,11,-0.002793,0.03419,-0.021118,2,9,0,0.181818,0.818182,0.0,-0.0007678,-0.0768
广交会春季,T+1,有色金属,11,-0.00494,0.031187,-0.046839,3,8,0,0.272727,0.727273,0.0,-0.00135802,-0.1358
广交会春季,T+1,综合,11,-0.007355,0.020121,-0.068779,3,8,0,0.272727,0.727273,0.0,-0.00202191,-0.2022
广交会春季,T+5,交通运输,11,-0.005578,0.09196,-0.047998,3,8,0,0.272727,0.727273,0.0,-0.0015334,-0.1533
广交会春季,T+5,房地产,11,-0.013221,0.058665,-0.058822,3,8,0,0.272727,0.727273,0.0,-0.00363448,-0.3634
广交会春季,T-1,交通运输,11,0.001626,0.016991,-0.020292,8,3,0,0.727273,0.272727,0.0,0.00044699,0.0447
广交会春季,T-1,国防军工,11,0.004318,0.017357,-0.008576,8,3,0,0.727273,0.272727,0.0,0.00118703,0.1187
广交会春季,T-1,建筑,11,0.007062,0.031903,-0.015205,8,3,0,0.727273,0.272727,0.0,0.00194136,0.1941
广交会春季,T-1,电子,11,0.009175,0.033811,-0.016069,9,2,0,0.818182,0.181818,0.0,0.00252223,0.2522
广交会春季,T-1,石油石化,11,0.003135,0.014178,-0.010953,9,2,0,0.818182,0.181818,0.0,0.00086182,0.0862
广交会春季,T-1,计算机,11,0.006144,0.029959,-0.015752,8,3,0,0.727273,0.272727,0.0,0.001689,0.1689
广交会春季,T-1,通信,11,0.00684,0.029254,-0.01441,8,3,0,0.727273,0.272727,0.0,0.00188033,0.188
广交会春季,T-5,传媒,11,-0.015215,0.00462,-0.040597,2,9,0,0.181818,0.818182,0.0,-0.00418264,-0.4183
广交会春季,T-5,农林牧渔,11,-0.003659,0.077194,-0.020279,1,10,0,0.090909,0.909091,0.0,-0.00100587,-0.1006
广交会春季,T-5,商贸零售,11,-0.005528,0.029992,-0.017991,1,10,0,0.090909,0.909091,0.0,-0.00151966,-0.152
广交会春季,T-5,家电,11,-0.007228,0.01519,-0.018581,2,9,0,0.181818,0.818182,0.0,-0.00198699,-0.1987
广交会春季,T-5,机械,11,-0.003074,0.010248,-0.016599,3,8,0,0.272727,0.727273,0.0,-0.00084505,-0.0845
广交会春季,T-5,汽车,11,-0.004432,0.003523,-0.014039,3,8,0,0.272727,0.727273,0.0,-0.00121837,-0.1218
广交会春季,T-5,消费者服务,11,-0.00282,0.035068,-0.024075,3,8,0,0.272727,0.727273,0.0,-0.00077522,-0.0775
广交会春季,T-5,电力设备及新能源,11,-0.004889,0.015412,-0.020424,3,8,0,0.272727,0.727273,0.0,-0.001344,-0.1344
广交会春季,T-5,电子,11,-0.011777,0.005497,-0.024784,1,10,0,0.090909,0.909091,0.0,-0.00323752,-0.3238
广交会春季,T-5,纺织服装,11,-0.004341,0.008619,-0.013746,3,8,0,0.272727,0.727273,0.0,-0.00119335,-0.1193
广交会春季,T-5,综合,11,-0.008137,0.002809,-0.020876,2,9,0,0.181818,0.818182,0.0,-0.00223688,-0.2237
广交会春季,T-5,计算机,11,-0.01366,0.013053,-0.05801,2,9,0,0.181818,0.818182,0.0,-0.00375516,-0.3755
广交会春季,T-5,轻工制造,11,-0.008112,0.000317,-0.02606,1,10,0,0.090909,0.909091,0.0,-0.00223001,-0.223
广交会春季,T-5,通信,11,-0.007919,0.013111,-0.02241,2,9,0,0.181818,0.818182,0.0,-0.00217695,-0.2177
广交会春季,T-5,钢铁,11,0.008218,0.037395,-0.005343,8,3,0,0.727273,0.272727,0.0,0.00225915,0.2259
广交会秋季,T,传媒,11,-0.002275,0.050389,-0.019522,3,8,0,0.272727,0.727273,0.0,-0.0006254,-0.0625
广交会秋季,T,农林牧渔,11,-0.003053,0.036355,-0.021835,3,8,0,0.272727,0.727273,0.0,-0.00083928,-0.0839
广交会秋季,T,医药,11,-0.002312,0.032736,-0.023741,3,8,0,0.272727,0.727273,0.0,-0.00063557,-0.0636
广交会秋季,T,商贸零售,11,-0.000546,0.039785,-0.016592,3,8,0,0.272727,0.727273,0.0,-0.0001501,-0.015
广交会秋季,T,建材,11,-0.001774,0.035037,-0.016464,3,8,0,0.272727,0.727273,0.0,-0.00048768,-0.0488
广交会秋季,T,建筑,11,-0.002884,0.028215,-0.020109,3,8,0,0.272727,0.727273,0.0,-0.00079282,-0.0793
广交会秋季,T,房地产,11,-0.005379,0.029689,-0.019358,3,8,0,0.272727,0.727273,0.0,-0.0014787,-0.1479
广交会秋季,T,电力及公用事业,11,-0.003556,0.034111,-0.021216,3,8,0,0.272727,0.727273,0.0,-0.00097755,-0.0978
广交会秋季,T,电力设备及新能源,11,-0.003497,0.030859,-0.02692,3,8,0,0.272727,0.727273,0.0,-0.00096133,-0.0961
广交会秋季,T,综合,11,-0.001845,0.043043,-0.020517,3,8,0,0.272727,0.727273,0.0,-0.00050719,-0.0507
广交会秋季,T,食品饮料,11,-0.005098,0.019569,-0.031394,3,8,0,0.272727,0.727273,0.0,-0.00140145,-0.1401
广交会秋季,T+1,非银行金融,11,0.005077,0.021094,-0.005884,8,3,0,0.727273,0.272727,0.0,0.00139568,0.1396
广交会秋季,T+5,家电,11,0.00451,0.048828,-0.081639,8,3,0,0.727273,0.272727,0.0,0.00123981,0.124
广交会秋季,T+5,电力设备及新能源,11,-0.005117,0.07582,-0.047583,3,8,0,0.272727,0.727273,0.0,-0.00140667,-0.1407
广交会秋季,T+5,石油石化,11,-0.010221,0.02993,-0.058028,3,8,0,0.272727,0.727273,0.0,-0.00280977,-0.281
广交会秋季,T+5,钢铁,11,-0.009107,0.0447,-0.057394,3,8,0,0.272727,0.727273,0.0,-0.00250353,-0.2504
广交会秋季,T-1,煤炭,11,0.006819,0.022948,-0.013163,8,3,0,0.727273,0.272727,0.0,0.00187456,0.1875
广交会秋季,T-1,石油石化,11,0.004076,0.015702,-0.009416,8,3,0,0.727273,0.272727,0.0,0.0011205,0.1121
广交会秋季,T-1,纺织服装,11,0.002928,0.018174,-0.021856,8,3,0,0.727273,0.272727,0.0,0.00080491,0.0805
广交会秋季,T-1,银行,11,0.008446,0.033274,-0.009948,8,3,0,0.727273,0.272727,0.0,0.00232182,0.2322
广交会秋季,T-5,农林牧渔,11,0.017384,0.058566,-0.018133,8,3,0,0.727273,0.272727,0.0,0.0047789,0.4779
广交会秋季,T-5,医药,11,0.013277,0.084941,-0.041319,9,2,0,0.818182,0.181818,0.0,0.00364988,0.365
广交会秋季,T-5,家电,11,0.013035,0.054876,-0.030471,8,3,0,0.727273,0.272727,0.0,0.00358335,0.3583
广交会秋季,T-5,机械,11,0.01006,0.084235,-0.032082,8,3,0,0.727273,0.272727,0.0,0.00276552,0.2766
广交会秋季,T-5,汽车,11,0.012192,0.054009,-0.042995,8,3,0,0.727273,0.272727,0.0,0.00335161,0.3352
服贸会,T,传媒,7,0.003574,0.018732,-0.007336,5,2,0,0.714286,0.285714,0.0,0.0009825,0.0983
服贸会,T,商贸零售,7,0.002336,0.017263,-0.017664,5,2,0,0.714286,0.285714,0.0,0.00064217,0.0642
服贸会,T,房地产,7,0.004368,0.015645,-0.008772,5,2,0,0.714286,0.285714,0.0,0.00120077,0.1201
服贸会,T,有色金属,7,-0.002424,0.03036,-0.03454,2,5,0,0.285714,0.714286,0.0,-0.00066636,-0.0666
服贸会,T,煤炭,7,0.003003,0.051981,-0.023765,2,5,0,0.285714,0.714286,0.0,0.00082553,0.0826
服贸会,T,通信,7,0.002772,0.033109,-0.028798,5,2,0,0.714286,0.285714,0.0,0.00076203,0.0762
服贸会,T,银行,7,0.004399,0.019837,-0.017809,5,2,0,0.714286,0.285714,0.0,0.00120929,0.1209
服贸会,T+1,交通运输,7,-0.00452,0.005763,-0.013619,2,5,0,0.285714,0.714286,0.0,-0.00124256,-0.1243
服贸会,T+1,医药,7,-0.006054,0.007305,-0.032988,2,5,0,0.285714,0.714286,0.0,-0.00166426,-0.1664
服贸会,T+1,基础化工,7,-0.005778,0.014626,-0.027084,2,5,0,0.285714,0.714286,0.0,-0.00158838,-0.1588
服贸会,T+1,建筑,7,-0.003524,0.012382,-0.013609,2,5,0,0.285714,0.714286,0.0,-0.00096876,-0.0969
服贸会,T+1,汽车,7,-0.004819,0.013751,-0.019855,2,5,0,0.285714,0.714286,0.0,-0.00132475,-0.1325
服贸会,T+1,消费者服务,7,-0.008158,0.029225,-0.03412,2,5,0,0.285714,0.714286,0.0,-0.00224265,-0.2243
服贸会,T+1,电力设备及新能源,7,-0.005099,0.023005,-0.026917,2,5,0,0.285714,0.714286,0.0,-0.00140173,-0.1402
服贸会,T+1,钢铁,7,-0.004667,0.011757,-0.025911,2,5,0,0.285714,0.714286,0.0,-0.00128297,-0.1283
服贸会,T+1,非银行金融,7,-0.002079,0.026323,-0.019652,2,5,0,0.285714,0.714286,0.0,-0.00057152,-0.0572
服贸会,T+5,传媒,7,-0.01084,0.05394,-0.046179,2,5,0,0.285714,0.714286,0.0,-0.00297994,-0.298
服贸会,T+5,农林牧渔,7,-0.015453,0.015252,-0.055648,2,5,0,0.285714,0.714286,0.0,-0.00424806,-0.4248
服贸会,T+5,商贸零售,7,-0.00606,0.037166,-0.029346,2,5,0,0.285714,0.714286,0.0,-0.00166591,-0.1666
服贸会,T+5,基础化工,7,-0.001495,0.065978,-0.047347,2,5,0,0.285714,0.714286,0.0,-0.00041098,-0.0411
服贸会,T+5,建材,7,-0.011781,0.029981,-0.049069,2,5,0,0.285714,0.714286,0.0,-0.00323862,-0.3239
服贸会,T+5,汽车,7,0.0118,0.049718,-0.028762,5,2,0,0.714286,0.285714,0.0,0.00324385,0.3244
服贸会,T+5,消费者服务,7,-0.011256,0.028129,-0.034383,1,6,0,0.142857,0.857143,0.0,-0.0030943,-0.3094
服贸会,T+5,煤炭,7,0.03572,0.178911,-0.034826,5,2,0,0.714286,0.285714,0.0,0.0098195,0.982
服贸会,T+5,电力及公用事业,7,0.007374,0.048848,-0.021118,2,5,0,0.285714,0.714286,0.0,0.00202713,0.2027
服贸会,T+5,非银行金融,7,0.000956,0.024459,-0.025853,5,2,0,0.714286,0.285714,0.0,0.00026281,0.0263
服贸会,T+5,食品饮料,7,-0.023956,0.005926,-0.058634,1,6,0,0.142857,0.857143,0.0,-0.00658556,-0.6586
服贸会,T-1,商贸零售,7,0.006249,0.017729,-0.009769,5,2,0,0.714286,0.285714,0.0,0.00171786,0.1718
服贸会,T-1,国防军工,7,-0.009102,0.032513,-0.036336,1,6,0,0.142857,0.857143,0.0,-0.00250216,-0.2502
服贸会,T-1,基础化工,7,-0.005595,0.024568,-0.028915,2,5,0,0.285714,0.714286,0.0,-0.00153808,-0.1538
服贸会,T-1,房地产,7,0.008917,0.031075,-0.011389,5,2,0,0.714286,0.285714,0.0,0.0024513,0.2451
服贸会,T-1,电力及公用事业,7,-0.001875,0.015764,-0.012029,2,5,0,0.285714,0.714286,0.0,-0.00051544,-0.0515
服贸会,T-1,电力设备及新能源,7,-0.010915,0.0275,-0.04022,1,6,0,0.142857,0.857143,0.0,-0.00300056,-0.3001
服贸会,T-1,电子,7,-0.003915,0.040519,-0.025446,1,6,0,0.142857,0.857143,0.0,-0.00107624,-0.1076
服贸会,T-1,石油石化,7,-0.004083,0.013478,-0.018535,2,5,0,0.285714,0.714286,0.0,-0.00112243,-0.1122
服贸会,T-1,综合,7,-0.002911,0.026821,-0.021822,2,5,0,0.285714,0.714286,0.0,-0.00080024,-0.08
服贸会,T-1,银行,7,0.006733,0.024014,-0.004408,6,1,0,0.857143,0.142857,0.0,0.00185092,0.1851
服贸会,T-1,非银行金融,7,0.009352,0.036372,-0.007063,6,1,0,0.857143,0.142857,0.0,0.00257088,0.2571
服贸会,T-5,煤炭,7,0.012756,0.035771,-0.016472,5,2,0,0.714286,0.285714,0.0,0.00350665,0.3507
服贸会,T-5,食品饮料,7,-0.007772,0.027413,-0.035747,2,5,0,0.285714,0.714286,0.0,-0.00213654,-0.2137
美联储FOMC议息会议,T,传媒,32,0.010133,0.059301,-0.033385,23,9,0,0.71875,0.28125,0.0,0.00278558,0.2786
美联储FOMC议息会议,T,汽车,32,0.007446,0.045734,-0.027314,24,8,0,0.75,0.25,0.0,0.00204692,0.2047
美联储FOMC议息会议,T,石油石化,32,0.00497,0.028758,-0.021125,23,9,0,0.71875,0.28125,0.0,0.00136626,0.1366
美联储FOMC议息会议,T,纺织服装,32,0.005493,0.03145,-0.037043,23,9,0,0.71875,0.28125,0.0,0.00151004,0.151
美联储FOMC议息会议,T+1,交通运输,32,-0.004076,0.014682,-0.027756,9,23,0,0.28125,0.71875,0.0,-0.0011205,-0.1121
美联储FOMC议息会议,T+1,纺织服装,32,-0.004169,0.020253,-0.024138,8,24,0,0.25,0.75,0.0,-0.00114607,-0.1146
美联储FOMC议息会议,T+1,非银行金融,32,-0.006412,0.014829,-0.036323,9,23,0,0.28125,0.71875,0.0,-0.00176267,-0.1763
陆家嘴论坛,T,传媒,11,-0.019418,0.014401,-0.095807,2,9,0,0.181818,0.818182,0.0,-0.00533805,-0.5338
陆家嘴论坛,T,农林牧渔,11,-0.014825,0.025324,-0.095521,3,8,0,0.272727,0.727273,0.0,-0.00407542,-0.4075
陆家嘴论坛,T,医药,11,-0.014669,0.019218,-0.093928,3,8,0,0.272727,0.727273,0.0,-0.00403254,-0.4033
陆家嘴论坛,T,商贸零售,11,-0.016895,0.005253,-0.097595,1,10,0,0.090909,0.909091,0.0,-0.00464447,-0.4644
陆家嘴论坛,T,建筑,11,-0.011375,0.022311,-0.08461,2,9,0,0.181818,0.818182,0.0,-0.00312701,-0.3127
陆家嘴论坛,T,房地产,11,-0.014659,0.017784,-0.09158,2,9,0,0.181818,0.818182,0.0,-0.00402979,-0.403
陆家嘴论坛,T,消费者服务,11,-0.013691,0.015712,-0.097825,2,9,0,0.181818,0.818182,0.0,-0.00376369,-0.3764
陆家嘴论坛,T,纺织服装,11,-0.017376,0.002082,-0.093408,1,10,0,0.090909,0.909091,0.0,-0.0047767,-0.4777
陆家嘴论坛,T,轻工制造,11,-0.015305,0.006106,-0.095163,3,8,0,0.272727,0.727273,0.0,-0.00420738,-0.4207
陆家嘴论坛,T+1,商贸零售,11,-0.011695,0.023627,-0.088876,3,8,0,0.272727,0.727273,0.0,-0.00321498,-0.3215
陆家嘴论坛,T+1,国防军工,11,-0.014496,0.012402,-0.086782,3,8,0,0.272727,0.727273,0.0,-0.00398498,-0.3985
陆家嘴论坛,T+1,基础化工,11,-0.011724,0.010457,-0.078096,3,8,0,0.272727,0.727273,0.0,-0.00322295,-0.3223
陆家嘴论坛,T+1,煤炭,11,-0.009591,0.014706,-0.05562,2,9,0,0.181818,0.818182,0.0,-0.00263659,-0.2637
陆家嘴论坛,T+5,国防军工,11,-0.007386,0.045904,-0.202553,8,3,0,0.727273,0.272727,0.0,-0.00203043,-0.203
陆家嘴论坛,T+5,电子,11,0.00454,0.080552,-0.134467,9,2,0,0.818182,0.181818,0.0,0.00124806,0.1248
陆家嘴论坛,T+5,石油石化,11,-0.022013,0.023491,-0.120009,3,8,0,0.272727,0.727273,0.0,-0.00605142,-0.6051
陆家嘴论坛,T+5,通信,11,-0.005763,0.046912,-0.123962,8,3,0,0.727273,0.272727,0.0,-0.00158426,-0.1584
陆家嘴论坛,T-1,房地产,11,-0.003991,0.011318,-0.028723,3,8,0,0.272727,0.727273,0.0,-0.00109713,-0.1097
陆家嘴论坛,T-1,电力设备及新能源,11,-0.008118,0.010614,-0.046975,3,8,0,0.272727,0.727273,0.0,-0.00223166,-0.2232
陆家嘴论坛,T-1,银行,11,-0.003598,0.008347,-0.023678,2,9,0,0.181818,0.818182,0.0,-0.0009891,-0.0989
陆家嘴论坛,T-1,非银行金融,11,-0.006759,0.02413,-0.036323,3,8,0,0.272727,0.727273,0.0,-0.00185806,-0.1858
陆家嘴论坛,T-5,传媒,11,-0.001196,0.027891,-0.067847,8,3,0,0.727273,0.272727,0.0,-0.00032878,-0.0329
陆家嘴论坛,T-5,医药,11,-0.007601,0.011791,-0.043363,3,8,0,0.272727,0.727273,0.0,-0.00208953,-0.209
陆家嘴论坛,T-5,有色金属,11,0.004502,0.030469,-0.036912,8,3,0,0.727273,0.272727,0.0,0.00123761,0.1238
陆家嘴论坛,T-5,钢铁,11,0.004076,0.017675,-0.018321,8,3,0,0.727273,0.272727,0.0,0.0011205,0.1121
高交会,T,医药,11,0.002201,0.016829,-0.023348,8,3,0,0.727273,0.272727,0.0,0.00060506,0.0605
高交会,T,国防军工,11,-0.002731,0.017809,-0.023422,2,9,0,0.181818,0.818182,0.0,-0.00075076,-0.0751
高交会,T+1,农林牧渔,11,-0.00716,0.009504,-0.024375,1,10,0,0.090909,0.909091,0.0,-0.0019683,-0.1968
高交会,T+1,建筑,11,-0.002954,0.014387,-0.013203,3,8,0,0.272727,0.727273,0.0,-0.00081206,-0.0812
高交会,T+1,有色金属,11,-0.005161,0.027507,-0.031508,3,8,0,0.272727,0.727273,0.0,-0.00141877,-0.1419
高交会,T+1,电力设备及新能源,11,-0.008439,0.016436,-0.03064,3,8,0,0.272727,0.727273,0.0,-0.0023199,-0.232
高交会,T+5,房地产,11,0.005101,0.03444,-0.066906,8,3,0,0.727273,0.272727,0.0,0.00140228,0.1402
高交会,T+5,电力设备及新能源,11,-0.017621,0.019038,-0.084465,2,9,0,0.181818,0.818182,0.0,-0.00484405,-0.4844
高交会,T+5,电子,11,-0.014208,0.034768,-0.061368,2,9,0,0.181818,0.818182,0.0,-0.00390581,-0.3906
高交会,T+5,银行,11,0.008413,0.028355,-0.006301,8,3,0,0.727273,0.272727,0.0,0.00231275,0.2313
高交会,T+5,非银行金融,11,-0.010206,0.015979,-0.03258,3,8,0,0.272727,0.727273,0.0,-0.00280565,-0.2806
高交会,T-1,医药,11,0.003722,0.032507,-0.028618,8,3,0,0.727273,0.272727,0.0,0.00102319,0.1023
高交会,T-1,有色金属,11,-0.009602,0.039925,-0.035633,2,9,0,0.181818,0.818182,0.0,-0.00263961,-0.264
高交会,T-1,煤炭,11,-0.010381,0.010513,-0.02757,3,8,0,0.272727,0.727273,0.0,-0.00285376,-0.2854
高交会,T-1,电力及公用事业,11,-0.003207,0.015261,-0.011914,2,9,0,0.181818,0.818182,0.0,-0.00088161,-0.0882
高交会,T-1,电力设备及新能源,11,-0.005879,0.036524,-0.042403,3,8,0,0.272727,0.727273,0.0,-0.00161615,-0.1616
高交会,T-1,石油石化,11,-0.005694,0.010229,-0.020868,3,8,0,0.272727,0.727273,0.0,-0.00156529,-0.1565
高交会,T-1,钢铁,11,-0.008422,0.013983,-0.030398,2,9,0,0.181818,0.818182,0.0,-0.00231523,-0.2315
高交会,T-1,食品饮料,11,0.004198,0.026559,-0.022951,8,3,0,0.727273,0.272727,0.0,0.00115404,0.1154
高交会,T-5,传媒,11,-0.000166,0.031661,-0.026631,3,8,0,0.272727,0.727273,0.0,-4.563e-05,-0.0046
高交会,T-5,电力及公用事业,11,-0.002804,0.015691,-0.021489,3,8,0,0.272727,0.727273,0.0,-0.00077083,-0.0771
高交会,T-5,电力设备及新能源,11,-0.004259,0.020641,-0.043988,3,8,0,0.272727,0.727273,0.0,-0.00117081,-0.1171
高交会,T-5,银行,11,0.002085,0.036114,-0.008452,3,8,0,0.272727,0.727273,0.0,0.00057317,0.0573
高交会,T-5,非银行金融,11,-0.007066,0.009448,-0.013816,1,10,0,0.090909,0.909091,0.0,-0.00194246,-0.1942
